6050,C4,eighth
6100,A4,quarter
6100,F4,quarter
6100,F4,quarter
6100,C4,quarter
6100,F3,quarter
6100,F2,quarter
6100,F2,quarter
6200,F4,quarter
6200,F3,quarter
6200,F2,quarter
6200,F2,quarter
6250,F4,eighth
6250,F4,eighth
6250,C4,eighth
6300,B-4,eighth
6300,F4,eighth
6300,F4,quarter
6300,C4,eighth
6300,F3,quarter
6300,F2,quarter
6300,F2,quarter
6375,A4,16th
6375,F4,16th
6375,C4,16th
6400,A4,16th
6400,F4,16th
6400,G4,quarter
6400,C4,16th
6400,C3,quarter
6400,C3,quarter
6400,C2,quarter
6425,G4,eighth
6425,E4,eighth
6425,C4,eighth
6500,G4,quarter
6500,E4,quarter
6500,G4,quarter
6500,C4,quarter
6500,C3,quarter
6500,C3,quarter
6500,C2,quarter
6600,D4,eighth
6600,D4,eighth
6600,G4,quarter
6600,C4,eighth
6600,C3,quarter
6600,C3,quarter
6600,C2,quarter
6650,F4,eighth
6650,D4,eighth
6650,C4,eighth
6700,F4,quarter
6700,D4,quarter
6700,F4,quarter
6700,C4,quarter
6700,B-2,quarter
6700,B-2,quarter
6700,B-1,quarter
6800,F4,quarter
6800,B-2,quarter
6800,B-2,quarter
6800,B-1,quarter
6850,F4,eighth
6850,D4,eighth
6850,C4,eighth
6900,G4,eighth
6900,C4,eighth
6900,G4,quarter
6900,B-3,eighth
6900,C3,quarter
6900,C3,quarter
6900,C2,quarter
6975,F4,16th
6975,C4,16th
6975,B-3,16th
7000,F4,quarter
7000,C4,quarter
7000,F4,quarter
7000,A3,quarter
7000,F3,quarter
7000,F2,quarter
7000,F2,quarter
7100,F4,quarter
7100,F3,quarter
7100,F2,quarter
7100,F2,quarter
7200,F4,eighth
7200,F4,eighth
7200,F4,quarter
7200,F3,eighth
7200,F3,quarter
7200,F2,quarter
7200,F2,quarter
7250,G4,eighth
7250,G4,eighth
7250,G3,eighth
7300,A4,quarter
7300,A4,quarter
7300,F4,eighth
7300,A3,quarter
7300,F3,eighth
7300,F2,eighth
7300,F2,eighth
7350,F4,eighth
7350,F3,eighth
7350,F2,eighth
7350,F2,eighth
7400,F4,eighth
7400,F3,eighth
7400,F2,eighth
7400,F2,eighth
7450,F4,eighth
7450,F4,eighth
7450,F4,eighth
7450,F3,eighth
7450,F3,eighth
7450,F2,eighth
7450,F2,eighth
7500,B-4,eighth
7500,B-4,eighth
7500,F4,eighth
7500,B-3,eighth
7500,F3,eighth
7500,F2,eighth
7500,F2,eighth
7550,F4,eighth
7550,F3,eighth
7550,F2,eighth
7550,F2,eighth
7575,A4,16th
7575,A4,16th
7575,A3,16th
7600,A4,eighth
7600,A4,eighth
7600,G4,eighth
7600,A3,eighth
7600,C4,eighth
7600,C3,eighth
7600,C2,eighth
7650,G4,eighth
7650,G4,eighth
7650,G4,eighth
7650,G3,eighth
7650,C4,eighth
7650,C3,eighth
7650,C2,eighth
7700,G4,eighth
7700,C4,eighth
7700,C3,eighth
7700,C2,eighth
7750,G4,eighth
7750,C4,eighth
7750,C3,eighth
7750,C2,eighth
7800,C5,eighth
7800,C5,eighth
7800,G4,eighth
7800,C4,eighth
7800,C4,eighth
7800,C3,eighth
7800,C2,eighth
7850,B-4,eighth
7850,B-4,eighth
7850,G4,eighth
7850,B-3,eighth
7850,C4,eighth
7850,C3,eighth
7850,C2,eighth
7900,A4,quarter
7900,A4,quarter
7900,A4,eighth
7900,A3,quarter
7900,D4,eighth
7900,D3,eighth
7900,D2,eighth
7950,A4,eighth
7950,D4,eighth
7950,D3,eighth
7950,D2,eighth
8000,A4,eighth
8000,D4,eighth
8000,D3,eighth
8000,D2,eighth
8050,B-4,eighth
8050,B-4,eighth
8050,A4,eighth
8050,B-3,eighth
8050,D4,eighth
8050,D3,eighth
8050,D2,eighth
8100,A4,eighth
8100,A4,eighth
8100,A4,eighth
8100,A3,eighth
8100,D4,eighth
8100,D3,eighth
8100,D2,eighth
8150,A4,eighth
8150,D4,eighth
8150,D3,eighth
8150,D2,eighth
8175,F4,16th
8175,F4,16th
8175,F3,16th
8200,D4,quarter
8200,D4,quarter
8200,F4,eighth
8200,D3,quarter
8200,B-3,eighth
8200,B-2,eighth
8200,B-1,eighth
8250,F4,eighth
8250,B-3,eighth
8250,B-2,eighth
8250,B-1,eighth
8300,F4,eighth
8300,B-3,eighth
8300,B-2,eighth
8300,B-1,eighth
8350,F4,eighth
8350,B-3,eighth
8350,B-2,eighth
8350,B-1,eighth
8400,C5,eighth
8400,C5,eighth
8400,F4,eighth
8400,C4,eighth
8400,B-3,eighth
8400,B-2,eighth
8400,B-1,eighth
8450,B-4,eighth
8450,B-4,eighth
8450,F4,eighth
8450,B-3,eighth
8450,B-3,eighth
8450,B-2,eighth
8450,B-1,eighth
8500,A4,quarter
8500,A4,quarter
8500,F4,eighth
8500,A3,quarter
8500,F3,eighth
8500,F2,eighth
8500,F2,eighth
8550,F4,eighth
8550,F3,eighth
8550,F2,eighth
8550,F2,eighth
8600,F4,eighth
8600,F3,eighth
8600,F2,eighth
8600,F2,eighth
8650,F4,eighth
8650,F4,eighth
8650,F4,eighth
8650,F3,eighth
8650,F3,eighth
8650,F2,eighth
8650,F2,eighth
8700,B-4,eighth
8700,B-4,eighth
8700,F4,eighth
8700,B-3,eighth
8700,F3,eighth
8700,F2,eighth
8700,F2,eighth
8750,F4,eighth
8750,F3,eighth
8750,F2,eighth
8750,F2,eighth
8775,A4,16th
8775,A4,16th
8775,A3,16th
8800,A4,16th
8800,A4,16th
8800,G4,eighth
8800,A3,16th
8800,C4,eighth
8800,C3,eighth
8800,C2,eighth
8825,G4,eighth
8825,G4,eighth
8825,G3,eighth
8850,G4,eighth
8850,C4,eighth
8850,C3,eighth
8850,C2,eighth
8900,G4,eighth
8900,C4,eighth
8900,C3,eighth
8900,C2,eighth
8950,G4,eighth
8950,C4,eighth
8950,C3,eighth
8950,C2,eighth
9000,D4,eighth
9000,D4,eighth
9000,G4,eighth
9000,D3,eighth
9000,C4,eighth
9000,C3,eighth
9000,C2,eighth
9050,F4,eighth
9050,F4,eighth
9050,G4,eighth
9050,F3,eighth
9050,C4,eighth
9050,C3,eighth
9050,C2,eighth
9100,F4,quarter
9100,F4,quarter
9100,F4,eighth
9100,F3,quarter
9100,B-3,eighth
9100,B-2,eighth
9100,B-1,eighth
9150,F4,eighth
9150,B-3,eighth
9150,B-2,eighth
9150,B-1,eighth
9200,F4,eighth
9200,B-3,eighth
9200,B-2,eighth
9200,B-1,eighth
9250,F4,eighth
9250,F4,eighth
9250,F4,eighth
9250,F3,eighth
9250,B-3,eighth
9250,B-2,eighth
9250,B-1,eighth
9300,G4,eighth
9300,G4,eighth
9300,G4,eighth
9300,G3,eighth
9300,C4,eighth
9300,C3,eighth
9300,C2,eighth
9350,F4,eighth
9350,F4,eighth
9350,G4,eighth
9350,F3,eighth
9350,C4,eighth
9350,C3,eighth
9350,C2,eighth
9400,F4,quarter
9400,F4,quarter
9400,F4,eighth
9400,F3,quarter
9400,F3,eighth
9400,F2,eighth
9400,F2,eighth
9450,F4,eighth
9450,F3,eighth
9450,F2,eighth
9450,F2,eighth
9500,F4,eighth
9500,F3,eighth
9500,F2,eighth
9500,F2,eighth
9550,F4,eighth
9550,F3,eighth
9550,F2,eighth
9550,F2,eighth
9600,F5,eighth
9600,F4,eighth
9600,F4,eighth
9600,C4,eighth
9600,F3,eighth
9600,F2,eighth
9600,F2,eighth
9650,F5,eighth
9650,G4,eighth
9650,F4,eighth
9650,C4,eighth
9650,F3,eighth
9650,F2,eighth
9650,F2,eighth
9700,F5,quarter
9700,A4,quarter
9700,F4,eighth
9700,C4,quarter
9700,F3,eighth
9700,F2,eighth
9700,F2,eighth
9750,F4,16th
9750,F3,16th
9750,F2,16th
9750,F2,16th
9766,F4,16th
9766,F3,16th
9766,F2,16th
9766,F2,16th
9783,F4,16th
9783,F3,16th
9783,F2,16th
9783,F2,16th
9800,F4,eighth
9800,F3,eighth
9800,F2,eighth
9800,F2,eighth
9850,F5,eighth
9850,F4,eighth
9850,F4,16th
9850,C4,eighth
9850,F3,16th
9850,F2,16th
9850,F2,16th
9866,F4,16th
9866,F3,16th
9866,F2,16th
9866,F2,16th
9883,F4,16th
9883,F3,16th
9883,F2,16th
9883,F2,16th
9900,F5,eighth
9900,B-4,eighth
9900,F4,eighth
9900,C4,eighth
9900,F3,eighth
9900,F2,eighth
9900,F2,eighth
9950,F4,eighth
9950,F3,eighth
9950,F2,eighth
9950,F2,eighth
9975,F5,16th
9975,A4,16th
9975,C4,16th
10000,F5,16th
10000,A4,16th
10000,G4,eighth
10000,C4,16th
10000,G3,eighth
10000,C3,eighth
10000,C2,eighth
10025,E5,eighth
10025,G4,eighth
10025,C4,eighth
10050,G4,16th
10050,G3,16th
10050,C3,16th
10050,C2,16th
10066,G4,16th
10066,G3,16th
10066,C3,16th
10066,C2,16th
10083,G4,16th
10083,G3,16th
10083,C3,16th
10083,C2,16th
10100,E5,quarter
10100,G4,quarter
10100,G4,eighth
10100,C4,quarter
10100,G3,eighth
10100,C3,eighth
10100,C2,eighth
10150,G4,16th
10150,G3,16th
10150,C3,16th
10150,C2,16th
10166,G4,16th
10166,G3,16th
10166,C3,16th
10166,C2,16th
10183,G4,16th
10183,G3,16th
10183,C3,16th
10183,C2,16th
10200,D5,eighth
10200,C5,eighth
10200,G4,eighth
10200,C4,eighth
10200,G3,eighth
10200,C3,eighth
10200,C2,eighth
10250,E5,eighth
10250,B-4,eighth
10250,G4,eighth
10250,C4,eighth
10250,G3,eighth
10250,C3,eighth
10250,C2,eighth
10300,F5,quarter
10300,A4,quarter
10300,A4,eighth
10300,D4,quarter
10300,A3,eighth
10300,D3,eighth
10300,D2,eighth
10350,A4,16th
10350,A3,16th
10350,D3,16th
10350,D2,16th
10366,A4,16th
10366,A3,16th
10366,D3,16th
10366,D2,16th
10383,A4,16th
10383,A3,16th
10383,D3,16th
10383,D2,16th
10400,A4,eighth
10400,A3,eighth
10400,D3,eighth
10400,D2,eighth
10450,F5,eighth
10450,B-4,eighth
10450,A4,16th
10450,D4,eighth
10450,A3,16th
10450,D3,16th
10450,D2,16th
10466,A4,16th
10466,A3,16th
10466,D3,16th
10466,D2,16th
10483,A4,16th
10483,A3,16th
10483,D3,16th
10483,D2,16th
10500,F5,16th
10500,A4,16th
10500,A4,eighth
10500,D4,16th
10500,A3,eighth
10500,D3,eighth
10500,D2,eighth
10525,E5,eighth
10525,F4,eighth
10525,C4,eighth
10550,A4,eighth
10550,A3,eighth
10550,D3,eighth
10550,D2,eighth
10600,D5,quarter
10600,D4,quarter
10600,F4,eighth
10600,B-3,quarter
10600,F3,eighth
10600,B-2,eighth
10600,B-1,eighth
10650,F4,16th
10650,F3,16th
10650,B-2,16th
10650,B-1,16th
10666,F4,16th
10666,F3,16th
10666,B-2,16th
10666,B-1,16th
10683,F4,16th
10683,F3,16th
10683,B-2,16th
10683,B-1,16th
10700,F4,eighth
10700,F3,eighth
10700,B-2,eighth
10700,B-1,eighth
10750,C5,eighth
10750,C4,eighth
10750,F4,16th
10750,C4,eighth
10750,F3,16th
10750,B-2,16th
10750,B-1,16th
10766,F4,16th
10766,F3,16th
10766,B-2,16th
10766,B-1,16th
10783,F4,16th
10783,F3,16th
10783,B-2,16th
10783,B-1,16th
10800,D5,eighth
10800,C5,eighth
10800,F4,eighth
10800,C4,eighth
10800,F3,eighth
10800,B-2,eighth
10800,B-1,eighth
10850,E5,eighth
10850,B-4,eighth
10850,F4,eighth
10850,C4,eighth
10850,F3,eighth
10850,B-2,eighth
10850,B-1,eighth
10900,F5,quarter
10900,A4,quarter
10900,F4,eighth
10900,C4,quarter
10900,F3,eighth
10900,F2,eighth
10900,F2,eighth
10950,F4,16th
10950,F3,16th
10950,F2,16th
10950,F2,16th
10966,F4,16th
10966,F3,16th
10966,F2,16th
10966,F2,16th
10983,F4,16th
10983,F3,16th
10983,F2,16th
10983,F2,16th
11000,F4,eighth
11000,F3,eighth
11000,F2,eighth
11000,F2,eighth
11050,F5,eighth
11050,F4,eighth
11050,F4,16th
11050,C4,eighth
11050,F3,16th
11050,F2,16th
11050,F2,16th
11066,F4,16th
11066,F3,16th
11066,F2,16th
11066,F2,16th
11083,F4,16th
11083,F3,16th
11083,F2,16th
11083,F2,16th
11100,F5,eighth
11100,B-4,eighth
11100,F4,eighth
11100,C4,eighth
11100,F3,eighth
11100,F2,eighth
11100,F2,eighth
11150,F4,eighth
11150,F3,eighth
11150,F2,eighth
11150,F2,eighth
11175,F5,16th
11175,A4,16th
11175,C4,16th
11200,F5,16th
11200,A4,16th
11200,G4,eighth
11200,C4,16th
11200,G3,eighth
11200,C3,eighth
11200,C2,eighth
11225,E5,eighth
11225,G4,eighth
11225,C4,eighth
11250,G4,16th
11250,G3,16th
11250,C3,16th
11250,C2,16th
11266,G4,16th
11266,G3,16th
11266,C3,16th
11266,C2,16th
11283,G4,16th
11283,G3,16th
11283,C3,16th
11283,C2,16th
11300,E5,quarter
11300,G4,quarter
11300,G4,eighth
11300,C4,quarter
11300,G3,eighth
11300,C3,eighth
11300,C2,eighth
11350,G4,16th
11350,G3,16th
11350,C3,16th
11350,C2,16th
11366,G4,16th
11366,G3,16th
11366,C3,16th
11366,C2,16th
11383,G4,16th
11383,G3,16th
11383,C3,16th
11383,C2,16th
11400,G3,half
11400,C4,half
11400,G3,half
11400,C3,half
11400,C2,half
11600,D5,quarter
11600,D4,quarter
11600,D4,quarter
11600,D4,quarter
11600,D4,quarter
11700,C5,quarter
11700,F4,quarter
11700,C4,quarter
11700,F4,quarter
11700,C4,quarter
11800,D5,half
11800,F4,half
11800,D4,half
11800,C5,half
11800,D4,half
12000,F4,half
12000,E4,half
12000,C5,half
12000,E4,half
12200,A4,eighth
12200,F4,half
12200,B-4,half
12200,F4,half
12250,G4,eighth
12300,G4,quarter
12400,F4,half
12400,G4,half
12400,B-4,half
12400,G4,half
12600,F4,whole
12600,C4,whole
12600,A4,whole
